id,caminho,tipo,prioridade,tamanho
20,SECURITY.md,A,P0,25
2382,06-risk-control/regenera-control-accounting/.tool-versions,C,P0,7
2384,06-risk-control/regenera-control-accounting/CODEOWNERS,C,P0,23
2470,05-core-banking/regenera-core-accounts/.tool-versions,C,P0,7
2472,05-core-banking/regenera-core-accounts/CODEOWNERS,C,P0,21
2679,05-core-banking/regenera-core-card-authorization/.tool-versions,C,P0,7
2681,05-core-banking/regenera-core-card-authorization/CODEOWNERS,C,P0,31
3059,05-core-banking/regenera-core-customer-support/.tool-versions,C,P0,7
3061,05-core-banking/regenera-core-customer-support/CODEOWNERS,C,P0,29
3096,05-core-banking/regenera-core-customers/.tool-versions,C,P0,7
3098,05-core-banking/regenera-core-customers/CODEOWNERS,C,P0,22
3425,05-core-banking/regenera-core-identity/.tool-versions,C,P0,7
3427,05-core-banking/regenera-core-identity/CODEOWNERS,C,P0,21
3650,05-core-banking/regenera-core-ledger/.tool-versions,C,P0,7
3652,05-core-banking/regenera-core-ledger/CODEOWNERS,C,P0,19
3940,05-core-banking/regenera-core-payment-orchestrator/.tool-versions,C,P0,7
4012,05-core-banking/regenera-core-pix/.tool-versions,C,P0,7
4014,05-core-banking/regenera-core-pix/CODEOWNERS,C,P0,16
4125,06-risk-control/regenera-control-reconciliation/.tool-versions,C,P0,7
4127,06-risk-control/regenera-control-reconciliation/CODEOWNERS,C,P0,27
4332,05-core-banking/regenera-core-transactions/.tool-versions,C,P0,7
4334,05-core-banking/regenera-core-transactions/CODEOWNERS,C,P0,25
5662,12-regulatory/regenera-regulatory-cybersecurity/.tool-versions,C,P0,14
5778,12-regulatory/regenera-regulatory-pix/.tool-versions,C,P0,14
5780,12-regulatory/regenera-regulatory-pix/CODEOWNERS,C,P0,27
6021,14-operations/regenera-operations-accounting/.tool-versions,C,P0,14
6206,14-operations/regenera-operations-customer-support/.tool-versions,C,P0,14
6354,14-operations/regenera-operations-payment/.tool-versions,C,P0,14
6356,14-operations/regenera-operations-payment/CODEOWNERS,C,P0,31
6391,14-operations/regenera-operations-pix/.tool-versions,C,P0,14
6393,14-operations/regenera-operations-pix/CODEOWNERS,C,P0,27
6428,14-operations/regenera-operations-reconciliation/.tool-versions,C,P0,14
7979,11-security/regenera-security-appsec/.tool-versions,C,P0,14
7981,11-security/regenera-security-appsec/CODEOWNERS,C,P0,28
8016,11-security/regenera-security-cloud/.tool-versions,C,P0,14
8018,11-security/regenera-security-cloud/CODEOWNERS,C,P0,27
8053,11-security/regenera-security-detection/.tool-versions,C,P0,14
8055,11-security/regenera-security-detection/CODEOWNERS,C,P0,31
8090,11-security/regenera-security-iam/.tool-versions,C,P0,14
8092,11-security/regenera-security-iam/CODEOWNERS,C,P0,25
8127,11-security/regenera-security-incident-response/.tool-versions,C,P0,14
8164,11-security/regenera-security-kms-hsm/.tool-versions,C,P0,14
8166,11-security/regenera-security-kms-hsm/CODEOWNERS,C,P0,29
8201,11-security/regenera-security-mobile/.tool-versions,C,P0,14
8203,11-security/regenera-security-mobile/CODEOWNERS,C,P0,28
8238,11-security/regenera-security-pam/.tool-versions,C,P0,14
8240,11-security/regenera-security-pam/CODEOWNERS,C,P0,25
8275,11-security/regenera-security-pki/.tool-versions,C,P0,14
8277,11-security/regenera-security-pki/CODEOWNERS,C,P0,25
8312,11-security/regenera-security-red-team/.tool-versions,C,P0,14
8314,11-security/regenera-security-red-team/CODEOWNERS,C,P0,30
8349,11-security/regenera-security-threat-intelligence/.tool-versions,C,P0,14
8386,11-security/regenera-security-vulnerability-management/.tool-versions,C,P0,14
8675,15-tools/regenera-tool-migration-validator/.tool-versions,C,P0,14
9226,13-quality/regenera-quality-security/.tool-versions,C,P0,14
9228,13-quality/regenera-quality-security/CODEOWNERS,C,P0,20
