id,caminho,tipo,prioridade,tamanho
15,CODEOWNERS,C,P1,25
18,Makefile,B,P1,25
22,Taskfile.yml,B,P1,13
36,03-channels/regenera-channel-android/.tool-versions,C,P1,20
39,03-channels/regenera-channel-android/CODEOWNERS,C,P1,20
355,03-channels/regenera-channel-ios/.tool-versions,C,P1,10
367,03-channels/regenera-channel-ios/CODEOWNERS,C,P1,16
605,03-channels/regenera-channel-partner-portal/CODEOWNERS,C,P1,21
681,03-channels/regenera-channel-web-banking/.tool-versions,C,P1,15
684,03-channels/regenera-channel-web-banking/CODEOWNERS,C,P1,16
1148,03-channels/regenera-channel-windows-operations/.tool-versions,C,P1,13
1154,03-channels/regenera-channel-windows-operations/CODEOWNERS,C,P1,23
1306,04-bffs/regenera-bff-mobile/.tool-versions,C,P1,15
1308,04-bffs/regenera-bff-mobile/CODEOWNERS,C,P1,19
1365,04-bffs/regenera-api-open-finance/.tool-versions,C,P1,15
1367,04-bffs/regenera-api-open-finance/CODEOWNERS,C,P1,25
1402,04-bffs/regenera-bff-operations/.tool-versions,C,P1,15
1404,04-bffs/regenera-bff-operations/CODEOWNERS,C,P1,23
1465,04-bffs/regenera-api-partners/.tool-versions,C,P1,15
1468,04-bffs/regenera-api-partners/CODEOWNERS,C,P1,21
1555,04-bffs/regenera-bff-web/.tool-versions,C,P1,15
1557,04-bffs/regenera-bff-web/CODEOWNERS,C,P1,16
1605,compose.yaml,B,P1,13
1619,08-iso20022/regenera-iso20022-adapters/CODEOWNERS,C,P1,21
1656,08-iso20022/regenera-iso20022-mappings/CODEOWNERS,C,P1,21
1693,08-iso20022/regenera-iso20022-messages/CODEOWNERS,C,P1,21
1730,08-iso20022/regenera-iso20022-schemas/CODEOWNERS,C,P1,21
1768,08-iso20022/regenera-iso20022-tests/CODEOWNERS,C,P1,20
1805,08-iso20022/regenera-iso20022-validation/CODEOWNERS,C,P1,21
1842,02-contracts/regenera-contracts-asyncapi/CODEOWNERS,C,P1,25
1886,02-contracts/regenera-contracts-error-catalog/CODEOWNERS,C,P1,25
1928,02-contracts/regenera-contracts-events/CODEOWNERS,C,P1,25
1968,02-contracts/regenera-contracts-json-schema/CODEOWNERS,C,P1,25
2012,02-contracts/regenera-contracts-openapi/CODEOWNERS,C,P1,25
2097,01-design-system/regenera-design-android/.tool-versions,C,P1,20
2099,01-design-system/regenera-design-android/CODEOWNERS,C,P1,26
2136,01-design-system/regenera-design-documentation/CODEOWNERS,C,P1,26
2172,01-design-system/regenera-design-ios/.tool-versions,C,P1,10
2174,01-design-system/regenera-design-ios/CODEOWNERS,C,P1,26
2211,01-design-system/regenera-design-tokens/CODEOWNERS,C,P1,26
2262,01-design-system/regenera-design-web/CODEOWNERS,C,P1,26
2343,01-design-system/regenera-design-windows/.tool-versions,C,P1,13
2345,01-design-system/regenera-design-windows/CODEOWNERS,C,P1,26
2407,06-risk-control/regenera-control-cosif/CODEOWNERS,C,P1,18
2542,06-risk-control/regenera-risk-aml/.tool-versions,C,P1,7
2544,06-risk-control/regenera-risk-aml/CODEOWNERS,C,P1,16
2605,06-risk-control/regenera-control-audit/CODEOWNERS,C,P1,18
2644,05-core-banking/regenera-core-balance/CODEOWNERS,C,P1,20
2718,05-core-banking/regenera-core-card-clearing/CODEOWNERS,C,P1,26
2755,05-core-banking/regenera-core-cards/CODEOWNERS,C,P1,18
2817,06-risk-control/regenera-control-case-management/CODEOWNERS,C,P1,28
2854,05-core-banking/regenera-core-consents/CODEOWNERS,C,P1,21
2891,05-core-banking/regenera-core-credit-decision/CODEOWNERS,C,P1,28
2928,05-core-banking/regenera-core-credit-origination/CODEOWNERS,C,P1,31
2965,06-risk-control/regenera-risk-credit/CODEOWNERS,C,P1,24
3024,05-core-banking/regenera-core-custody-positions/CODEOWNERS,C,P1,30
3174,05-core-banking/regenera-core-device-trust/CODEOWNERS,C,P1,25
3211,05-core-banking/regenera-core-disputes/CODEOWNERS,C,P1,21
3248,05-core-banking/regenera-core-documents/CODEOWNERS,C,P1,22
3285,05-core-banking/regenera-core-fees/CODEOWNERS,C,P1,17
3333,06-risk-control/regenera-risk-fraud/.tool-versions,C,P1,7
3335,06-risk-control/regenera-risk-fraud/CODEOWNERS,C,P1,18
3390,05-core-banking/regenera-core-fx/CODEOWNERS,C,P1,15
3461,06-risk-control/regenera-risk-kyc/.tool-versions,C,P1,7
3463,06-risk-control/regenera-risk-kyc/CODEOWNERS,C,P1,16
3550,05-core-banking/regenera-core-investment-orders/CODEOWNERS,C,P1,30
3615,05-core-banking/regenera-core-invoices/CODEOWNERS,C,P1,21
3763,05-core-banking/regenera-core-limits/CODEOWNERS,C,P1,19
3813,05-core-banking/regenera-core-loan-servicing/CODEOWNERS,C,P1,27
3850,05-core-banking/regenera-core-notifications/CODEOWNERS,C,P1,26
3905,05-core-banking/regenera-core-onboarding/CODEOWNERS,C,P1,23
4090,05-core-banking/regenera-core-product-catalog/CODEOWNERS,C,P1,28
4222,06-risk-control/regenera-risk-sanctions/CODEOWNERS,C,P1,22
4259,05-core-banking/regenera-core-session/CODEOWNERS,C,P1,20
4297,05-core-banking/regenera-core-statements/CODEOWNERS,C,P1,23
5081,00-governance/regenera-enterprise-architecture/CODEOWNERS,C,P1,25
5137,00-governance/regenera-product-governance/CODEOWNERS,C,P1,31
5472,12-regulatory/regenera-regulatory-aml/.tool-versions,C,P1,14
5474,12-regulatory/regenera-regulatory-aml/CODEOWNERS,C,P1,27
5512,12-regulatory/regenera-regulatory-card-pci/CODEOWNERS,C,P1,32
5588,12-regulatory/regenera-regulatory-cosif/CODEOWNERS,C,P1,29
5626,12-regulatory/regenera-regulatory-cvm/CODEOWNERS,C,P1,27
5702,12-regulatory/regenera-regulatory-lgpd/CODEOWNERS,C,P1,28
5856,12-regulatory/regenera-regulatory-sisbacen/CODEOWNERS,C,P1,32
5894,12-regulatory/regenera-regulatory-sisorf/CODEOWNERS,C,P1,30
5932,12-regulatory/regenera-regulatory-susep/CODEOWNERS,C,P1,29
5970,12-regulatory/regenera-regulatory-unicad/CODEOWNERS,C,P1,30
6058,14-operations/regenera-operations-aml/.tool-versions,C,P1,14
6060,14-operations/regenera-operations-aml/CODEOWNERS,C,P1,27
6243,14-operations/regenera-operations-fraud/.tool-versions,C,P1,14
6245,14-operations/regenera-operations-fraud/CODEOWNERS,C,P1,29
6578,10-platform/regenera-platform-cache/CODEOWNERS,C,P1,27
6618,10-platform/regenera-platform-ci-cd/CODEOWNERS,C,P1,27
6660,09-data-platform/regenera-data-analytics/CODEOWNERS,C,P1,27
6734,09-data-platform/regenera-data-governance/CODEOWNERS,C,P1,28
6771,09-data-platform/regenera-data-ingestion/CODEOWNERS,C,P1,27
6808,09-data-platform/regenera-data-lake/CODEOWNERS,C,P1,22
6845,09-data-platform/regenera-data-lineage/CODEOWNERS,C,P1,25
6882,09-data-platform/regenera-data-privacy/CODEOWNERS,C,P1,25
6956,09-data-platform/regenera-data-risk-models/CODEOWNERS,C,P1,29
6993,09-data-platform/regenera-data-streaming/CODEOWNERS,C,P1,27
7030,09-data-platform/regenera-data-warehouse/CODEOWNERS,C,P1,27
7067,10-platform/regenera-platform-databases/CODEOWNERS,C,P1,31
7189,10-platform/regenera-platform-event-bus/CODEOWNERS,C,P1,31
7236,07-integrations/regenera-integration-b3/CODEOWNERS,C,P1,27
7274,07-integrations/regenera-integration-bacen/CODEOWNERS,C,P1,30
7312,07-integrations/regenera-integration-bureaus/CODEOWNERS,C,P1,32
7464,07-integrations/regenera-integration-custody/CODEOWNERS,C,P1,32
7502,07-integrations/regenera-integration-dict/CODEOWNERS,C,P1,29
7538,07-integrations/regenera-integration-kyc-providers/.tool-versions,C,P1,7
7658,07-integrations/regenera-integration-spi/CODEOWNERS,C,P1,28
7696,07-integrations/regenera-integration-susep/CODEOWNERS,C,P1,30
7734,07-integrations/regenera-integration-swift/CODEOWNERS,C,P1,30
7772,10-platform/regenera-platform-kms-hsm/CODEOWNERS,C,P1,29
7893,10-platform/regenera-platform-observability/.tool-versions,C,P1,14
7944,10-platform/regenera-platform-secrets/CODEOWNERS,C,P1,29
8425,10-platform/regenera-platform-siem/CODEOWNERS,C,P1,26
9327,renovate.json,B,P1,4
9328,sonar-project.properties,B,P1,25
